ID,Class
-5.199337582605575,0.9931128918770676
-5.199337582605575,0.007094677184842304
-5.199337582605575,0.9926393415788636
-5.199337582605575,0.024413099868108322
-5.199337582605575,0.01018981388522606
-5.199337582605575,0.9876050320115224
-5.199337582605575,0.00747025388139296
-5.199337582605575,0.9973853756079425
-5.199337582605575,0.9999592242655213
-5.199337582605575,0.0024784651294760306
-5.199337582605575,0.009494868406740234
-5.199337582605575,0.9986177792538973
-5.199337582605575,0.9851183113371488
-5.199337582605575,0.9999137537236686
-5.199337582605575,0.005118935229319908
-5.199337582605575,0.0026361926415824173
-5.199337582605575,0.9537068403835991
-5.199337582605575,0.9357325557503389
-5.199337582605575,0.021940487016860473
-5.199337582605575,0.004251649758243876
-5.199337582605575,0.007786634915752191
-5.199337582605575,0.000485653625648293
-5.199337582605575,0.07494535503839045
-5.199337582605575,0.02187153668320184
-5.199337582605575,0.029490467925333576
-5.199337582605575,0.969707953350346
-5.199337582605575,0.0007480619392665807
-5.199337582605575,0.0037047653791967596
-5.199337582605575,0.0004749290926294174
-5.199337582605575,0.999916197376455
-5.199337582605575,0.9991649706488284
-5.199337582605575,0.07954605339941168
-5.199337582605575,0.9652141312734066
-5.199337582605575,0.008199452567143007
-5.199337582605575,0.9626501669676636
-5.199337582605575,0.009413139061331847
-5.199337582605575,0.0033768735188470173
-5.199337582605575,0.0012646264272808687
-5.199337582605575,0.019670003957282148
-5.199337582605575,0.9975687460870414
-5.199337582605575,0.0022086790699009356
-5.199337582605575,0.9850313346648745
-5.199337582605575,0.999918939149243
-5.199337582605575,0.0014438504270121732
-5.199337582605575,0.04160037140058685
-5.199337582605575,0.9998254600989799
-5.199337582605575,0.9999588018947188
-5.199337582605575,0.02109258359365031
-5.199337582605575,0.02459558377098897
-5.199337582605575,0.9995624493235156
-5.199337582605575,0.0026145435544486406
-5.199337582605575,0.994625585777442
-5.199337582605575,0.9997951068051315
-5.199337582605575,0.01485926527165255
-5.199337582605575,0.01606991028052653
-5.199337582605575,0.004928797642299769
-5.199337582605575,0.00143032589626451
-5.199337582605575,0.9923878848125414
-5.199337582605575,0.9928436580768263
-5.199337582605575,0.16497484855357786
-5.199337582605575,0.009369341449933198
-5.199337582605575,0.000318366728654086
-5.199337582605575,0.00687078463810388
-5.199337582605575,0.9999843689286698
-5.199337582605575,0.02819914711749386
-5.199337582605575,0.9637061961672748
-5.199337582605575,0.00511760007382887
-5.199337582605575,0.001407571970943717
-5.199337582605575,0.00040594331425255066
-5.199337582605575,0.009378813752707172
-5.199337582605575,0.05933974568608819
-5.199337582605575,0.9561953759446276
-5.199337582605575,0.0021738988488258924
-5.199337582605575,0.8721397746474039
-5.199337582605575,0.9995166941684579
-5.199337582605575,0.9871278050692194
-5.199337582605575,0.9998944670043407
-5.199337582605575,0.0007072736290108137
-5.199337582605575,0.460068146198139
-5.199337582605575,0.9920725217019852
-5.199337582605575,0.9995908149841097
-5.199337582605575,0.9989985280604541
-5.199337582605575,0.9856336238901862
-5.199337582605575,0.9954548836057275
-5.199337582605575,0.5537313290904391
-5.199337582605575,0.009036681295728327
-5.199337582605575,0.0031268793438261025
-5.199337582605575,0.004882765993841506
-5.199337582605575,0.1379862801398943
-5.199337582605575,0.9857191813136341
-5.199337582605575,0.21824268188373303
-5.199337582605575,0.6335695541290154
-5.199337582605575,0.9998491868206727
-5.199337582605575,0.04246585489834798
-5.199337582605575,0.027897599771066723
-5.199337582605575,0.9983418704195753
-5.199337582605575,0.9956286656653702
-5.199337582605575,0.00507723798423953
-5.199337582605575,0.000756005863509271
-5.199337582605575,0.0015702131395931187
-5.199337582605575,0.009468324268510662
-5.199337582605575,0.5711259745938067
-5.199337582605575,0.0009618377211892497
-5.199337582605575,0.00859740093198797
-5.199337582605575,0.9958265982568948
-5.199337582605575,0.9998907683740282
-5.199337582605575,0.0011136327328657963
-5.199337582605575,0.019027428424204636
-5.199337582605575,0.021536248520790047
-5.199337582605575,0.00041320067520207737
-5.199337582605575,0.018970251374866267
-5.199337582605575,0.9478776300409879
-5.199337582605575,0.08425272806521643
-5.199337582605575,0.003377632854565343
-5.199337582605575,0.002762572122432814
